DIRECCION_SALUD,RED_SALUD,MICRO_RED,DESC_ESTAB,year,Incluidos,Curado,Tratamiento completo,Fracaso,Fallecido,Abandono,No evaluado,Excluido,p_abandono
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. LA ENSENADA,2010,5,2,,,,3,,,60.0
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. LOS SUREÑOS,2010,1,1,,,,,,,0.0
LIMA CIUDAD,PUENTE PIEDRA,SUREÑOS,C.S. SANTA ROSA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,C.M.I. ZAPALLAL,2010,2,,,,,1,1,,50.0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,P.S. JUAN PABLO II,2010,3,3,,,,,,,0.0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,P.S. SAN BENITO,2010,2,,,,,2,,,100.0
LIMA CIUDAD,PUENTE PIEDRA,ZAPALLAL,P.S. SAN JOSE,2010,1,,,,,1,,,100.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. AÑO NUEVO,2010,1,,,,1,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. COLLIQUE III ZONA,2010,5,5,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. GUSTAVO LANATTA,2010,4,3,,,1,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,C.S. LAURA RODRIGUEZ DULANTO DUKSIL,2010,4,4,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. LOS GERANIOS,2010,1,,,,,1,,,100.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. MILAGRO DE JESUS,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. PRIMAVERA,2010,4,4,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED COLLIQUE,P.S. SANGARARA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,C.S. EL PROGRESO,2010,7,3,,1,1,2,,,28.6
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,P.S. JORGE LINGAN,2010,2,1,,1,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED PROGRESO,P.S. PUNCHAUCA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARLOS PHILLIPS,2010,2,2,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARLOS PROTZEL,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARMEN ALTO,2010,1,,,,,1,,,100.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CARMEN MEDIO,2010,2,2,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. CLORINDA MALAGA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. COMAS,2010,3,3,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. EL ALAMO,2010,1,,,,1,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. HUSARES DE JUNIN,2010,3,1,,,,2,,,66.7
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. SANTA LUZMILA,2010,2,2,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED SANTA LUZMILA,C.S. SANTIAGO APOSTOL,2010,3,2,,,,1,,,33.3
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. ERMITAÑO ALTO,2010,7,5,1,1,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. ERMITAÑO BAJO,2010,4,2,,2,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. TAHUANTINSUYO ALTO,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. TAHUANTINSUYO BAJO,2010,3,3,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,C.S. TUPAC AMARU,2010,1,1,,,,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,P.S. JOSE OLAYA,2010,1,,,,1,,,,0.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,P.S. LAS AMERICAS,2010,1,,,,,1,,,100.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,P.S. LOS QUECHUAS,2010,1,,,,,1,,,100.0
LIMA CIUDAD,TUPAC AMARU,MICRO RED TAHUANTINSUYO,P.S. MILAGRO DE LA FRATERNIDAD,2010,2,,,1,,1,,,50.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. CAQUETA,2010,4,2,,1,1,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. CIUDAD Y CAMPO,2010,2,2,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. FLOR DE AMANCAES,2010,2,,,1,,1,,,50.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. RIMAC,2010,3,2,,,,1,,,33.3
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,C.S. SAN JUAN DE AMANCAES,2010,3,2,,,,1,,,33.3
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED  RIMAC,P.S. MARISCAL CASTILLA,2010,2,2,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. INFANTAS,2010,4,3,,,,1,,,25.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. JUAN PABLO II,2010,1,1,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. LOS OLIVOS,2010,3,1,,,,2,,,66.7
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. PRIMAVERA,2010,3,2,,,,1,,,33.3
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. SAGRADO CORAZON DE JESUS,2010,1,,,1,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,C.S. VILLA DEL NORTE,2010,3,3,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. ENRIQUE MILLA OCHOA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. LAURA CALLER,2010,2,2,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. LOS OLIVOS DE PRO,2010,3,3,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED : LOS OLIVOS,P.S. RIO SANTA,2010,1,1,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. LOS LIBERTADORES,2010,13,7,1,2,1,2,,,15.4
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. MEXICO,2010,3,,,1,1,1,,,33.3
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. PERU 3RA ZONA,2010,5,3,,1,,1,,,20.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. PERU 4TA ZONA,2010,8,6,,1,1,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. SAN JUAN DE SALINAS,2010,2,2,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. SAN MARTIN DE PORRES,2010,8,5,,1,1,1,,,12.5
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,C.S. VALDIVIESO,2010,3,1,,,,1,1,,33.3
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. AMAKELLA,2010,6,5,,1,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. CERRO CANDELA,2010,3,2,,,1,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. CONDEVILLA,2010,4,2,,,1,1,,,25.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. EX FUNDO NARANJAL,2010,2,2,,,,,,,0.0
LIMA CIUDAD,V  RIMAC-SMP-LO,MICRO RED: SMP,P.S. GUSTAVO LANATTA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. EL EXITO,2010,3,2,,,,1,,,33.3
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. MANYLSA,2010,1,,,,1,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,C.S. SANTA CLARA,2010,2,,,,1,1,,,50.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. HORACIO ZEVALLOS,2010,3,1,1,1,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. SAN ANTONIO,2010,4,2,,,1,1,,,25.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE I,P.S. SEÑOR DE LOS MILAGROS,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,C.S. FORTALEZA,2010,10,9,1,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,C.S. MICAELA BASTIDAS,2010,5,2,,2,,1,,,20.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,P.S. ALFA Y OMEGA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE II,P.S. ATE,2010,3,2,,1,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. 7 DE OCTUBRE,2010,1,,,1,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. GUSTAVO LANATTA,2010,4,1,1,,,2,,,50.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SALAMANCA,2010,2,2,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SAN FERNANDO,2010,7,3,,1,2,1,,,14.3
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,C.S. SANTA MAGDALENA SOFIA,2010,3,3,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,ATE III,P.S. EL BOSQUE,2010,1,,,,,1,,,100.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHACLACAYO,C.S. CENTRO MATERNO INFANTIL MIGUEL GRAU,2010,3,2,,,,1,,,33.3
LIMA ESTE,LIMA ESTE METROPOLITANA,CHACLACAYO,C.S. CHACLACAYO - LOPEZ SILVA,2010,2,1,,,1,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHACLACAYO,C.S. MORON,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHACLACAYO,P.S. HUASCATA,2010,2,1,,,,1,,,50.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,C.S. MOYOPAMPA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,C.S. NICOLAS DE PIEROLA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,P.S. CHACRASANA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,P.S. SEÑOR DE LOS MILAGROS,2010,4,2,1,,,,1,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA I,P.S. VILLA  DEL SOL,2010,1,,,,,1,,,100.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. JICAMARCA,2010,2,1,,,,1,,,50.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. SANTA MARIA DE HUACHIPA,2010,2,1,,1,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,C.S. VILLA LETICIA DE CAJAMARQUILLA,2010,6,,1,,,5,,,83.3
LIMA ESTE,LIMA ESTE METROPOLITANA,CHOSICA II,P.S. CASA HUERTA LA CAMPIÑA,2010,3,1,,,,2,,,66.7
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. BETHANIA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. CATALINA HUANCA,2010,2,,,,,2,,,100.0
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. EL AGUSTINO,2010,13,7,,4,,2,,,15.4
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. MADRE TERESA  CALCUTA,2010,9,4,,1,1,3,,,33.3
LIMA ESTE,LIMA ESTE METROPOLITANA,EL AGUSTINO,C.S. PRIMAVERA,2010,6,2,,1,2,1,,1,16.7
LIMA ESTE,LIMA ESTE METROPOLITANA,LA MOLINA CIENEGUILLA,C.S. VIÑA ALTA,2010,1,1,,,,,,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,LA MOLINA CIENEGUILLA,P.S. MATAZANGO,2010,1,,,,,,1,,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. CHANCAS DE ANDAHUAYLAS,2010,4,4,,,,,,1,0.0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. I COOP. UNIVERSAL,2010,1,,,,,1,,,100.0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. NOCHETO,2010,6,3,,1,1,1,,,16.7
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. SAN CARLOS,2010,5,3,,,1,1,,,20.0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,C.S. SANTA ANITA,2010,3,2,,,,1,,,33.3
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,P.S. SANTA ROSA DE QUIVES,2010,1,,,,,1,,,100.0
LIMA ESTE,LIMA ESTE METROPOLITANA,SANTA ANITA,P.S. VIÑA SAN FRANCISCO,2010,1,,,,,1,,,100.0
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL DE LURIGANCHO,2010,43,20,3,4,3,9,4,1,20.9
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. HUAYCAN,2010,13,7,2,,1,2,1,1,15.4
LIMA ESTE,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. SAN JUAN DE LURIGANCHO (EX CS CANTO GR,2010,6,6,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. GANIMEDES,2010,4,1,,2,,1,,,25.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. HUASCAR II,2010,4,3,,,1,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),C.S. HUASCAR XV,2010,11,8,,1,1,1,,,9.1
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),P.S. AYACUCHO,2010,2,2,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,CANTO GRANDE (GANIMEDES),P.S. MEDALLA MILAGROSA,2010,6,5,,,,1,,,16.7
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. BAYOVAR,2010,3,1,1,,,1,,,33.3
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. C SANTA MARIA,2010,1,1,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,C.S. JAIME ZUBIETA,2010,5,3,1,,,1,,,20.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,P.S. PROYEC. ESPECIALES,2010,2,1,,,,1,,,50.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JAIME ZUBIETA,P.S. SAGRADA FAMILIA,2010,6,3,,1,1,1,,,16.7
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. CRUZ DE MOTUPE,2010,2,2,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. ENRIQUE MONTENEGRO,2010,2,2,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,C.S. J.C. MARIATEGUI,2010,8,7,1,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. 10 DE OCTUBRE,2010,2,1,,,,1,,,50.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. J.C. MARIATEGUI V ETAPA,2010,1,1,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. JUAN PABLO II - SU SANTIDAD,2010,5,,1,,,4,,,80.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,JOSE CARLOS MARIATEGUI,P.S. MARISCAL CACERES,2010,1,1,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. CAMPOY,2010,8,4,,1,1,1,1,,12.5
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. CHACARILLA DE OTERO (C.S. SAN JUAN),2010,5,3,,,,2,,,40.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. PIEDRA LIZA,2010,4,2,,,1,,1,1,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,C.S. ZARATE,2010,5,4,,,,1,,,20.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,P.S. CAJA DE AGUA,2010,3,2,,,,1,,,33.3
LIMA ESTE,SAN JUAN DE LURIGANCHO,PIEDRA LIZA,P.S. CAMPOY ALTO,2010,1,1,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. LA HUAYRONA,2010,5,5,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. LA LIBERTAD,2010,2,2,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. SAN FERNANDO,2010,1,,,1,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,C.S. SAN HILARION,2010,2,2,,,,,,,0.0
LIMA ESTE,SAN JUAN DE LURIGANCHO,SAN FERNANDO,P.S. STA. FE DE TOTORITA,2010,3,2,1,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,C.S. SANTIAGO DE SURCO,2010,3,1,,,,1,1,,33.3
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. LAS FLORES,2010,2,1,,1,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,SURCO,P.S. SAN ROQUE,2010,3,3,,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,C.S. CHORRILLOS II,2010,1,1,,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,C.S. GUSTAVO LANATTA LUJANCHORRILLOS I,2010,1,,1,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,URBANA,P.S. ARMATAMBO,2010,1,1,,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. BUENOS AIRES DE VILLA,2010,7,3,,,2,2,,1,28.6
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. DELICIAS DE VILLA,2010,1,1,,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,C.S. SAN GENARO DE VILLA,2010,1,,1,,,,,1,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. DEFENSORES DE LIMA,2010,1,1,,,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. MATEO PUMACAHUA,2010,1,,,1,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. NUEVA CALEDONIA,2010,1,,,,,1,,,100.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. SANTA ISABEL DE VILLA,2010,1,,,,,1,,,100.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. TUPAC AMARU,2010,2,1,,1,,,,,0.0
LIMA SUR,BARRANCO - CHORRILLOS - SURCO,VILLA,P.S. VILLA VENTURO,2010,7,3,1,,2,1,,,14.3
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,C.M.I. DANIEL A. CARRION,2010,1,,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,C.S. TABLADA DE LURIN,2010,4,3,,1,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,P.S. DAVID GUERRERO DUARTE,2010,2,1,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,P.S. MICAELA BASTIDAS,2010,3,1,1,,,,1,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,P.S. SANTA ROSA DE LAS CONCHITAS,2010,1,,,,,,1,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,C.M.I. JOSE GALVEZ,2010,7,6,,,,1,,,14.3
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,C.S. NUEVA ESPERANZA,2010,1,,,,,1,,,100.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,P.S. MODULO I,2010,2,,,,1,1,,,50.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,C.S. LEONOR SAAVEDRA,2010,3,1,,,,2,,,66.7
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,C.S. VILLA SAN LUIS,2010,2,1,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,P.S. 12 DE NOVIEMBRE,2010,1,,,,,1,,,100.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,MANUEL BARRETO,C.M.I. MANUEL BARRETO,2010,4,,1,,,2,1,,50.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,MANUEL BARRETO,P.S. VIRGEN DEL BUEN PASO,2010,1,1,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,C.S. OLLANTAY,2010,1,1,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. 5 DE MAYO,2010,2,,1,,1,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. JOSE MARIA ARGUEDAS,2010,1,1,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. LA RINCONADA,2010,4,3,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. LEONCIO PRADO,2010,6,6,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,C.S. SAN JUAN DE MIRAFLORES,2010,2,2,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,C.S. TREBOL AZUL,2010,1,,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. HEROES DEL PACIFICO,2010,3,3,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. LADERAS DE VILLA,2010,1,,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. PAMPAS DE SAN JUAN,2010,1,1,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. PARAISO,2010,1,,,,,,1,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. RICARDO PALMA,2010,2,2,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. SANTA URSULA,2010,4,1,,1,,,2,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. VALLE SHARON,2010,1,1,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. VILLA SOLIDARIDAD,2010,5,4,,1,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,C.S. JOSE CARLOS MARIATEGUI,2010,5,1,,,1,3,,,60.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,H.M.I  VILLA MARIA DEL TRIUNFO,2010,1,,1,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. SANTA ROSA DE BELEN,2010,2,2,,,,,,,0.0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. VALLE BAJO,2010,1,1,,,,,,,0.0
